Ticker,Ex-Dividend Date,Dividend,Payment Date,Yield
SWK,2009-03-02,0.32,2009-03-24,0.0475
SWK,2008-12-03,0.32,2008-12-16,0.0417
SWK,2008-09-03,0.32,2008-09-23,0.026
SWK,2008-06-02,0.31,2008-06-24,0.0255
SWK,2008-03-03,0.31,2008-03-25,0.0253
SWK,2007-12-05,0.31,2007-12-18,0.0241
SWK,2007-09-05,0.31,2007-09-25,0.0213
SWK,2007-06-04,0.3,2007-06-26,0.019
SWK,2007-03-05,0.3,2007-03-27,0.0219
SWK,2006-12-06,0.3,2006-12-19,0.0229
SWK,2006-09-06,0.3,2006-09-26,0.0244
SWK,2006-06-05,0.29,2006-06-27,0.0233
SWK,2006-03-06,0.29,2006-03-28,0.0224
SWK,2005-12-07,0.29,2005-12-20,0.0237
SWK,2005-09-07,0.29,2005-09-27,0.0246
SWK,2005-06-06,0.28,2005-06-28,0.0249
SWK,2005-03-07,0.28,2005-03-29,0.0233
SWK,2004-11-24,0.28,2004-12-21,0.023
SWK,2004-09-01,0.28,2004-09-28,0.0245
SWK,2004-06-02,0.26,2004-06-29,0.0236
SWK,2004-03-04,0.26,2004-03-30,0.0268
SWK,2003-11-19,0.26,2003-12-31,0.0315
SWK,2003-08-28,0.26,2003-09-23,0.0347
SWK,2003-05-29,0.255,2003-06-27,0.0371
SWK,2003-03-06,0.255,2003-03-28,0.04
SWK,2002-11-20,0.255,2002-12-27,0.03
SWK,2002-08-29,0.255,2002-09-24,0.0277
SWK,2002-05-30,0.24,2002-06-28,0.0232
SWK,2002-02-28,0.24,2002-03-22,0.0187
SWK,2001-11-20,0.24,2001-12-27,0.0223
SWK,2001-08-30,0.24,2001-09-25,0.0222
SWK,2001-05-31,0.23,2001-06-29,0.0244
SWK,2001-03-01,0.23,2001-03-23,0.0261
SWK,2000-11-21,0.23,2000-12-26,0.0365
SWK,2000-08-31,0.23,2000-09-26,0.0332
SWK,2000-06-01,0.22,2000-06-30,0.0327
SWK,2000-03-02,0.22,2000-03-24,0.0379
ADP,2022-09-08,1.04,2022-10-01,0.0172
ADP,2022-06-09,1.04,2022-07-01,0.0189
ADP,2022-03-10,1.04,2022-04-01,0.0198
ADP,2021-12-09,1.04,2022-01-01,0.0178
ADP,2021-09-09,0.93,2021-10-01,0.0181
ADP,2021-06-10,0.93,2021-07-01,0.0188
ADP,2021-03-11,0.93,2021-04-01,0.0204
ADP,2020-12-10,0.93,2021-01-01,0.0214
ADP,2020-09-10,0.91,2020-10-01,0.0265
ADP,2020-06-11,0.91,2020-07-01,0.0233
ADP,2020-03-12,0.91,2020-04-01,0.0246
ADP,2019-12-12,0.91,2020-01-01,0.0218
ADP,2019-09-12,0.79,2019-10-01,0.0196
ADP,2019-06-13,0.79,2019-07-01,0.0191
ADP,2019-03-07,0.79,2019-04-01,0.0207
ADP,2018-12-13,0.79,2019-01-01,0.0226
ADP,2018-09-13,0.69,2018-10-01,0.0188
ADP,2018-06-07,0.69,2018-07-01,0.0203
ADP,2018-03-08,0.63,2018-04-01,0.0219
ADP,2017-12-07,0.63,2018-01-01,0.0217
ADP,2017-09-07,0.57,2017-10-01,0.0211
ADP,2017-06-07,0.57,2017-07-01,0.0225
ADP,2017-03-08,0.57,2017-04-01,0.0219
ADP,2016-12-07,0.57,2017-01-01,0.0238
ADP,2016-09-07,0.53,2016-10-01,0.0236
ADP,2016-06-08,0.53,2016-07-01,0.0244
ADP,2016-03-09,0.53,2016-04-01,0.0248
ADP,2015-12-09,0.53,2016-01-01,0.0232
ADP,2015-09-09,0.49,2015-10-01,0.023
ADP,2015-06-10,0.49,2015-07-01,0.023
ADP,2015-03-11,0.49,2015-04-01,0.023
ADP,2014-12-10,0.49,2015-01-01,0.023
ADP,2014-09-10,0.48,2014-10-01,0.023
ADP,2014-06-11,0.48,2014-07-01,0.0236
ADP,2014-03-12,0.48,2014-04-01,0.0235
ADP,2013-12-11,0.48,2014-01-01,0.0227
ADP,2013-09-11,0.435,2013-10-01,0.0236
ADP,2013-06-12,0.435,2013-07-01,0.025
ADP,2013-03-06,0.435,2013-04-01,0.0265
ADP,2012-12-12,0.435,2013-01-01,0.0279
ADP,2012-09-12,0.395,2012-10-01,0.0269
ADP,2012-06-06,0.395,2012-07-01,0.0298
ADP,2012-03-07,0.395,2012-04-01,0.028
ADP,2011-12-07,0.395,2012-01-01,0.0283
ADP,2011-09-07,0.36,2011-10-01,0.03
ADP,2011-06-08,0.36,2011-07-01,0.0268
ADP,2011-03-09,0.36,2011-04-01,0.0275
ADP,2010-12-08,0.36,2011-01-01,0.0297
ADP,2010-09-08,0.34,2010-10-01,0.0343
ADP,2010-06-09,0.34,2010-07-01,0.0329
ADP,2010-03-10,0.34,2010-04-01,0.0307
ADP,2009-12-09,0.34,2010-01-01,0.0309
ADP,2009-09-09,0.33,2009-10-01,0.0341
ADP,2009-06-10,0.33,2009-07-01,0.0334
ADP,2009-03-11,0.33,2009-04-01,0.0358
ADP,2008-12-10,0.33,2009-01-01,0.0307
ADP,2008-09-10,0.29,2008-10-01,0.0259
ADP,2008-06-11,0.29,2008-07-01,0.0255
ADP,2008-03-12,0.29,2008-04-01,0.026
ADP,2007-12-12,0.29,2008-01-01,0.0215
ADP,2007-09-12,0.23,2007-10-01,0.0207
ADP,2007-06-13,0.23,2007-07-01,0.0182
ADP,2007-03-07,0.23,2007-04-01,0.017
ADP,2006-12-06,0.23,2007-01-01,0.0163
ADP,2006-09-13,0.185,2006-10-01,0.0156
ADP,2006-06-07,0.185,2006-07-01,0.0155
ADP,2006-03-08,0.185,2006-04-01,0.0148
ADP,2005-12-07,0.185,2006-01-01,0.0138
ADP,2005-09-07,0.155,2005-10-01,0.0145
ADP,2005-06-08,0.155,2005-07-01,0.0138
ADP,2005-03-10,0.155,2005-04-01,0.0136
ADP,2004-12-08,0.155,2005-01-01,0.0127
ADP,2004-09-08,0.14,2004-10-01,0.0136
ADP,2004-06-09,0.14,2004-07-01,0.012
ADP,2004-03-11,0.14,2004-04-01,0.0121
ADP,2003-12-10,0.14,2004-01-01,0.013
ADP,2003-09-10,0.12,2003-10-01,0.0122
ADP,2003-06-11,0.12,2003-07-01,0.0136
ADP,2003-03-12,0.12,2003-04-01,0.0155
ADP,2002-12-11,0.12,2003-01-01,0.0112
ADP,2002-09-11,0.115,2002-10-01,0.012
ADP,2002-06-12,0.115,2002-07-01,0.0088
ADP,2002-03-13,0.115,2002-04-01,0.0075
ADP,2001-12-12,0.115,2002-01-01,0.0072
ADP,2001-09-12,0.1025,2001-10-01,0.008
ADP,2001-06-06,0.1025,2001-07-01,0.0069
ADP,2001-03-07,0.1025,2001-04-01,0.0065
ADP,2000-12-07,0.1025,2001-01-01,0.0055
ADP,2000-09-13,0.0875,2000-10-01,0.0056
ADP,2000-06-07,0.0875,2000-07-01,0.0059
ADP,2000-03-08,0.0875,2000-04-01,0.0075
PH,2022-11-10,1.33,2022-12-02,0.0182
PH,2022-08-26,1.33,2022-09-09,0.0182
PH,2022-05-12,1.33,2022-06-03,0.0201
PH,2022-02-10,1.03,2022-03-04,0.0131
PH,2021-11-10,1.03,2021-12-03,0.0125
PH,2021-08-26,1.03,2021-09-10,0.0136
PH,2021-05-06,1.03,2021-06-04,0.0131
PH,2021-02-09,0.88,2021-03-05,0.0126
PH,2020-11-05,0.88,2020-12-04,0.0162
PH,2020-08-27,0.88,2020-09-11,0.0168
PH,2020-05-07,0.88,2020-06-05,0.023
PH,2020-02-06,0.88,2020-03-06,0.0167
PH,2019-11-07,0.88,2019-12-06,0.0177
PH,2019-08-27,0.88,2019-09-13,0.0222
PH,2019-05-09,0.88,2019-06-07,0.0205
PH,2019-02-07,0.76,2019-03-01,0.0183
PH,2018-11-08,0.76,2018-12-07,0.0178
PH,2018-08-27,0.76,2018-09-14,0.0177
PH,2018-05-09,0.76,2018-06-01,0.0178
PH,2018-02-08,0.66,2018-03-02,0.0144
PH,2017-11-09,0.66,2017-12-01,0.0143
PH,2017-08-24,0.66,2017-09-08,0.0168
PH,2017-05-08,0.66,2017-06-02,0.0166
PH,2017-02-08,0.66,2017-03-03,0.0178
PH,2016-11-08,0.63,2016-12-02,0.0201
PH,2016-08-25,0.63,2016-09-09,0.0204
PH,2016-05-06,0.63,2016-06-03,0.0225
PH,2016-02-08,0.63,2016-03-04,0.0248
PH,2015-11-06,0.63,2015-12-04,0.0237
PH,2015-08-26,0.63,2015-09-11,0.0251
PH,2015-05-06,0.63,2015-06-05,0.0194
PH,2015-02-06,0.63,2015-03-06,0.0184
PH,2014-11-06,0.63,2014-12-05,0.0162
PH,2014-08-26,0.48,2014-09-12,0.0162
PH,2014-05-07,0.48,2014-06-06,0.0151
PH,2014-02-06,0.48,2014-03-07,0.0162
PH,2013-11-06,0.45,2013-12-06,0.0154
PH,2013-08-23,0.45,2013-09-06,0.0168
PH,2013-05-08,0.45,2013-06-07,0.0183
PH,2013-02-06,0.43,2013-03-01,0.0177
PH,2012-11-07,0.41,2012-12-07,0.0201
PH,2012-08-24,0.41,2012-09-07,0.0193
PH,2012-05-08,0.41,2012-06-01,0.0182
PH,2012-02-08,0.39,2012-03-02,0.0171
PH,2011-11-08,0.37,2011-12-02,0.0172
PH,2011-08-25,0.37,2011-09-09,0.0199
PH,2011-05-06,0.37,2011-06-03,0.014
PH,2011-02-08,0.32,2011-03-04,0.0124
PH,2010-11-08,0.29,2010-12-03,0.0131
PH,2010-08-19,0.27,2010-09-03,0.0156
PH,2010-05-18,0.26,2010-06-04,0.0152
PH,2010-02-16,0.25,2010-03-05,0.0178
PH,2009-11-17,0.25,2009-12-04,0.0176
PH,2009-08-20,0.25,2009-09-04,0.0207
PH,2009-05-19,0.25,2009-06-05,0.0219
PH,2009-02-17,0.25,2009-03-06,0.0236
PH,2008-11-18,0.25,2008-12-05,0.0264
PH,2008-08-21,0.25,2008-09-05,0.0142
PH,2008-05-13,0.21,2008-06-06,0.0099
PH,2008-02-19,0.21,2008-03-07,0.0122
PH,2007-11-13,0.21,2007-11-30,0.0096
PH,2007-08-23,0.315,2007-09-07,0.0106
PH,2007-05-15,0.26,2007-06-01,0.0109
PH,2007-02-13,0.26,2007-03-02,0.0122
PH,2006-11-14,0.26,2006-12-01,0.0116
PH,2006-08-24,0.26,2006-09-08,0.0127
PH,2006-05-16,0.23,2006-06-02,0.0112
PH,2006-02-14,0.23,2006-03-03,0.0115
PH,2005-11-15,0.23,2005-12-02,0.0129
PH,2005-08-18,0.23,2005-09-02,0.0126
PH,2005-05-17,0.2,2005-06-03,0.0133
PH,2005-02-15,0.2,2005-03-04,0.0115
PH,2004-11-16,0.19,2004-12-03,0.0103
PH,2004-08-18,0.19,2004-09-03,0.0138
PH,2004-05-18,0.19,2004-06-04,0.0143
PH,2004-02-17,0.19,2004-03-05,0.0132
PH,2003-11-18,0.19,2003-12-05,0.0142
PH,2003-08-19,0.19,2003-09-05,0.0152
PH,2003-05-20,0.19,2003-06-06,0.0186
PH,2003-02-18,0.19,2003-03-07,0.0179
PH,2002-11-18,0.18,2002-12-06,0.0161
PH,2002-08-20,0.18,2002-09-06,0.0172
PH,2002-05-21,0.18,2002-06-07,0.0144
PH,2002-02-12,0.18,2002-03-01,0.0152
PH,2001-11-19,0.18,2001-12-07,0.0182
PH,2001-08-21,0.18,2001-09-07,0.0155
PH,2001-05-15,0.18,2001-06-01,0.0148
PH,2001-02-13,0.18,2001-03-02,0.0162
PH,2000-11-14,0.17,2000-12-01,0.0184
PH,2000-08-16,0.17,2000-09-01,0.0179
PH,2000-05-16,0.17,2000-06-02,0.0149
PH,2000-02-22,0.17,2000-03-03,0.0165
BKH,2022-11-16,0.625,2022-12-01,0.038
BKH,2022-08-17,0.595,2022-09-01,0.0302
BKH,2022-05-17,0.595,2022-06-01,0.0311
BKH,2022-02-11,0.595,2022-03-01,0.0356
BKH,2021-11-16,0.595,2021-12-01,0.036
BKH,2021-08-17,0.565,2021-09-01,0.0312
BKH,2021-05-17,0.565,2021-06-01,0.0334
BKH,2021-02-11,0.565,2021-03-01,0.0365
BKH,2020-11-16,0.565,2020-12-01,0.0358
BKH,2020-08-17,0.535,2020-09-01,0.0366
BKH,2020-05-15,0.535,2020-06-01,0.0376
BKH,2020-02-13,0.535,2020-03-01,0.0255
BKH,2019-11-15,0.535,2019-12-01,0.0281
BKH,2019-08-16,0.505,2019-09-01,0.0264
BKH,2019-05-16,0.505,2019-06-01,0.0266
BKH,2019-02-14,0.505,2019-03-01,0.0287
BKH,2018-11-16,0.505,2018-12-01,0.0318
BKH,2018-08-17,0.475,2018-09-01,0.0311
BKH,2018-05-17,0.475,2018-06-01,0.0335
BKH,2018-02-14,0.475,2018-03-01,0.0363
BKH,2017-11-16,0.475,2017-12-01,0.0326
BKH,2017-08-16,0.445,2017-09-01,0.0254
BKH,2017-05-16,0.445,2017-06-01,0.0259
BKH,2017-02-13,0.445,2017-03-01,0.0289
BKH,2016-11-15,0.42,2016-12-01,0.0288
BKH,2016-08-16,0.42,2016-09-01,0.0285
BKH,2016-05-16,0.42,2016-06-01,0.0278
BKH,2016-02-11,0.42,2016-03-01,0.0316
BKH,2015-11-13,0.405,2015-12-01,0.0363
BKH,2015-08-14,0.405,2015-09-01,0.038
BKH,2015-05-14,0.405,2015-06-01,0.0337
BKH,2015-02-11,0.405,2015-03-01,0.0311
BKH,2014-11-13,0.39,2014-12-01,0.028
BKH,2014-08-13,0.39,2014-09-01,0.0299
BKH,2014-05-14,0.39,2014-06-01,0.0272
BKH,2014-02-12,0.39,2014-03-01,0.0277
BKH,2013-11-13,0.38,2013-12-01,0.0295
BKH,2013-08-14,0.38,2013-09-01,0.0286
BKH,2013-05-15,0.38,2013-06-01,0.0303
BKH,2013-02-13,0.38,2013-03-01,0.0361
BKH,2012-11-14,0.37,2012-12-01,0.0428
BKH,2012-08-15,0.37,2012-09-01,0.0462
BKH,2012-05-16,0.37,2012-06-01,0.0452
BKH,2012-02-14,0.37,2012-03-01,0.042
BKH,2011-11-15,0.365,2011-12-01,0.0441
BKH,2011-08-16,0.365,2011-09-01,0.0484
BKH,2011-05-16,0.365,2011-06-01,0.0458
BKH,2011-02-11,0.365,2011-03-01,0.047
BKH,2010-11-15,0.36,2010-12-01,0.0485
BKH,2010-08-16,0.36,2010-09-01,0.046
BKH,2010-05-14,0.36,2010-06-01,0.0454
BKH,2010-02-10,0.36,2010-03-01,0.054
BKH,2009-11-13,0.355,2009-12-01,0.0584
BKH,2009-08-14,0.355,2009-09-01,0.0534
BKH,2009-05-14,0.355,2009-06-01,0.0703
BKH,2009-02-11,0.355,2009-03-01,0.062
BKH,2008-11-12,0.35,2008-12-01,0.0554
BKH,2008-08-13,0.35,2008-09-01,0.0415
BKH,2008-05-14,0.35,2008-06-01,0.0382
BKH,2008-02-13,0.35,2008-03-01,0.0353
BKH,2007-11-14,0.35,2007-12-01,0.0329
BKH,2007-08-15,0.34,2007-09-01,0.0331
BKH,2007-05-16,0.34,2007-06-01,0.0325
BKH,2007-02-13,0.34,2007-03-01,0.0337
BKH,2006-11-15,0.33,2006-12-01,0.037
BKH,2006-08-16,0.33,2006-09-01,0.037
BKH,2006-05-16,0.33,2006-06-01,0.0368
BKH,2006-02-13,0.33,2006-03-01,0.0369
BKH,2005-11-15,0.32,2005-12-01,0.0337
BKH,2005-08-16,0.32,2005-09-01,0.0318
BKH,2005-05-16,0.32,2005-06-01,0.0361
BKH,2005-02-11,0.32,2005-03-01,0.04
BKH,2004-11-15,0.31,2004-12-01,0.0395
BKH,2004-08-12,0.31,2004-09-01,0.0457
BKH,2004-05-13,0.31,2004-06-01,0.0417
BKH,2004-02-12,0.31,2004-03-01,0.0401
BKH,2003-11-12,0.3,2003-12-01,0.0375
BKH,2003-08-13,0.3,2003-09-01,0.0375
BKH,2003-05-16,0.3,2003-06-01,0.042
BKH,2003-02-12,0.3,2003-03-01,0.051
BKH,2002-11-13,0.29,2002-12-01,0.0478
BKH,2002-08-14,0.29,2002-09-01,0.045
BKH,2002-05-15,0.29,2002-06-01,0.032
BKH,2002-02-13,0.29,2002-03-01,0.0389
BKH,2001-11-15,0.28,2001-12-01,0.037
BKH,2001-08-14,0.28,2001-09-01,0.03
BKH,2001-05-16,0.28,2001-06-01,0.0203
BKH,2001-02-14,0.28,2001-03-01,0.0278
BKH,2000-11-15,0.27,2000-12-01,0.0368
BKH,2000-08-16,0.27,2000-09-01,0.0416
BKH,2000-05-10,0.27,2000-06-01,0.0453
BKH,2000-02-09,0.27,2000-03-01,0.0425
NFG,2022-09-29,0.475,2022-10-14,0.0298
NFG,2022-06-29,0.475,2022-07-15,0.0281
NFG,2022-03-30,0.455,2022-04-15,0.0263
NFG,2021-12-30,0.455,2022-01-14,0.0282
NFG,2021-09-29,0.455,2021-10-15,0.0335
NFG,2021-06-29,0.455,2021-07-15,0.0342
NFG,2021-03-30,0.445,2021-04-15,0.035
NFG,2020-12-30,0.445,2021-01-15,0.043
NFG,2020-09-29,0.445,2020-10-15,0.0423
NFG,2020-06-29,0.445,2020-07-15,0.0447
NFG,2020-03-30,0.435,2020-04-15,0.0482
NFG,2019-12-30,0.435,2020-01-15,0.0371
NFG,2019-09-27,0.435,2019-10-15,0.0368
NFG,2019-06-27,0.435,2019-07-15,0.0327
NFG,2019-03-28,0.425,2019-04-15,0.0279
NFG,2018-12-28,0.425,2019-01-15,0.0328
NFG,2018-09-27,0.425,2018-10-15,0.031
NFG,2018-06-28,0.425,2018-07-13,0.0319
NFG,2018-03-28,0.415,2018-04-13,0.0327
NFG,2017-12-28,0.415,2018-01-12,0.0303
NFG,2017-09-28,0.415,2017-10-13,0.0288
NFG,2017-06-28,0.415,2017-07-14,0.0295
NFG,2017-03-29,0.405,2017-04-14,0.0271
NFG,2016-12-28,0.405,2017-01-13,0.028
NFG,2016-09-28,0.405,2016-10-14,0.0293
NFG,2016-06-28,0.405,2016-07-15,0.0293
NFG,2016-03-29,0.395,2016-04-15,0.0313
NFG,2015-12-29,0.395,2016-01-15,0.0367
NFG,2015-09-28,0.395,2015-10-15,0.0313
NFG,2015-06-26,0.395,2015-07-15,0.0257
NFG,2015-03-27,0.385,2015-04-15,0.0258
NFG,2014-12-29,0.385,2015-01-15,0.0217
NFG,2014-09-26,0.385,2014-10-15,0.0217
NFG,2014-06-26,0.385,2014-07-15,0.0196
NFG,2014-03-27,0.375,2014-04-15,0.0218
NFG,2013-12-27,0.375,2014-01-15,0.0209
NFG,2013-09-26,0.375,2013-10-15,0.0216
NFG,2013-06-26,0.375,2013-07-15,0.0252
NFG,2013-03-26,0.365,2013-04-15,0.0241
NFG,2012-12-13,0.365,2012-12-28,0.0272
NFG,2012-09-26,0.365,2012-10-15,0.0269
NFG,2012-06-27,0.365,2012-07-13,0.0316
NFG,2012-03-28,0.355,2012-04-13,0.0292
NFG,2011-12-28,0.355,2012-01-13,0.025
NFG,2011-09-28,0.355,2011-10-14,0.0263
NFG,2011-06-28,0.355,2011-07-15,0.0199
NFG,2011-03-29,0.345,2011-04-15,0.0193
NFG,2010-12-29,0.345,2011-01-14,0.0212
NFG,2010-09-28,0.345,2010-10-15,0.0262
NFG,2010-06-28,0.345,2010-07-15,0.0281
NFG,2010-03-29,0.335,2010-04-15,0.0264
NFG,2009-12-29,0.335,2010-01-15,0.0258
NFG,2009-09-28,0.335,2009-10-15,0.0287
NFG,2009-06-26,0.335,2009-07-15,0.0365
NFG,2009-03-27,0.325,2009-04-15,0.0397
NFG,2008-12-29,0.325,2009-01-15,0.043
NFG,2008-09-26,0.325,2008-10-15,0.0283
NFG,2008-06-26,0.325,2008-07-15,0.0216
NFG,2008-03-27,0.31,2008-04-15,0.0264
NFG,2007-12-27,0.31,2008-01-15,0.0258
NFG,2007-09-26,0.31,2007-10-15,0.0268
NFG,2007-06-27,0.31,2007-07-16,0.0278
NFG,2007-03-28,0.3,2007-04-16,0.0278
NFG,2006-12-27,0.3,2007-01-16,0.0302
NFG,2006-09-27,0.3,2006-10-16,0.0323
NFG,2006-06-28,0.3,2006-07-17,0.0338
NFG,2006-03-29,0.29,2006-04-15,0.0354
NFG,2005-12-28,0.29,2006-01-13,0.0367
NFG,2005-09-28,0.29,2005-10-15,0.0339
NFG,2005-06-28,0.29,2005-07-15,0.0392
NFG,2005-03-29,0.28,2005-04-15,0.0395
NFG,2004-12-29,0.28,2005-01-15,0.0394
NFG,2004-09-28,0.28,2004-10-15,0.0392
NFG,2004-06-28,0.28,2004-07-15,0.0436
NFG,2004-03-29,0.27,2004-04-15,0.0442
NFG,2003-12-29,0.27,2004-01-15,0.0434
NFG,2003-09-26,0.27,2003-10-15,0.0458
NFG,2003-06-26,0.27,2003-07-15,0.0399
NFG,2003-03-27,0.26,2003-04-15,0.0485
NFG,2002-12-27,0.26,2003-01-15,0.0488
NFG,2002-09-26,0.26,2002-10-15,0.0513
NFG,2002-06-26,0.26,2002-07-15,0.0456
NFG,2002-03-26,0.2525,2002-04-15,0.0418
NFG,2001-12-27,0.2525,2002-01-15,0.0407
NFG,2001-09-26,0.2525,2001-10-15,0.0432
NFG,2001-06-27,0.505,2001-07-16,0.0366
NFG,2001-03-28,0.48,2001-04-16,0.0359
NFG,2000-12-27,0.48,2001-01-15,0.0302
NFG,2000-09-27,0.48,2000-10-13,0.0335
NFG,2000-06-28,0.48,2000-07-15,0.0379
NFG,2000-03-29,0.465,2000-04-15,0.0466
LOW,2022-10-18,1.05,2022-11-02,0.0216
LOW,2022-07-19,1.05,2022-08-03,0.0226
LOW,2022-04-19,0.8,2022-05-04,0.0161
LOW,2022-01-18,0.8,2022-02-02,0.0131
LOW,2021-10-19,0.8,2021-11-03,0.0144
LOW,2021-07-20,0.8,2021-08-04,0.0166
LOW,2021-04-20,0.6,2021-05-05,0.0118
LOW,2021-01-19,0.6,2021-02-03,0.0145
LOW,2020-10-20,0.6,2020-11-04,0.0137
LOW,2020-07-21,0.55,2020-08-05,0.0153
LOW,2020-04-21,0.55,2020-05-06,0.0231
LOW,2020-01-21,0.55,2020-02-05,0.018
LOW,2019-10-22,0.55,2019-11-06,0.0197
LOW,2019-07-23,0.55,2019-08-07,0.0215
LOW,2019-04-23,0.48,2019-05-08,0.0169
LOW,2019-01-22,0.48,2019-02-06,0.0202
LOW,2018-10-23,0.48,2018-11-07,0.0195
LOW,2018-07-24,0.48,2018-08-08,0.019
LOW,2018-04-24,0.41,2018-05-09,0.0194
LOW,2018-01-23,0.41,2018-02-07,0.0153
LOW,2017-10-24,0.41,2017-11-08,0.0204
LOW,2017-07-24,0.41,2017-08-09,0.0222
LOW,2017-04-24,0.35,2017-05-10,0.0168
LOW,2017-01-23,0.35,2017-02-08,0.0195
LOW,2016-10-17,0.35,2016-11-02,0.0196
LOW,2016-07-18,0.35,2016-08-03,0.0171
LOW,2016-04-18,0.28,2016-05-04,0.0145
LOW,2016-01-15,0.28,2016-02-03,0.0153
LOW,2015-10-19,0.28,2015-11-04,0.014
LOW,2015-07-20,0.28,2015-08-05,0.0144
LOW,2015-04-20,0.23,2015-05-06,0.0127
LOW,2015-01-16,0.23,2015-02-04,0.0131
LOW,2014-10-20,0.23,2014-11-05,0.0156
LOW,2014-07-21,0.23,2014-08-06,0.0161
LOW,2014-04-21,0.18,2014-05-07,0.0154
LOW,2014-01-17,0.18,2014-02-05,0.0145
LOW,2013-10-21,0.18,2013-11-06,0.0143
LOW,2013-07-22,0.18,2013-08-07,0.0149
LOW,2013-04-22,0.16,2013-05-08,0.0168
LOW,2013-01-18,0.16,2013-02-06,0.0168
LOW,2012-10-22,0.16,2012-11-07,0.0184
LOW,2012-07-23,0.16,2012-08-08,0.0225
LOW,2012-04-23,0.14,2012-05-09,0.0177
LOW,2012-01-23,0.14,2012-02-08,0.02
LOW,2011-10-17,0.14,2011-11-02,0.0239
LOW,2011-07-18,0.14,2011-08-03,0.0206
LOW,2011-04-18,0.11,2011-05-04,0.0163
LOW,2011-01-14,0.11,2011-02-02,0.0171
LOW,2010-10-18,0.11,2010-11-03,0.0186
LOW,2010-07-19,0.11,2010-08-04,0.019
LOW,2010-04-19,0.09,2010-05-05,0.0137
LOW,2010-01-15,0.09,2010-02-03,0.0153
LOW,2009-10-14,0.09,2009-10-30,0.0163
LOW,2009-07-15,0.09,2009-07-31,0.0176
LOW,2009-04-15,0.085,2009-05-01,0.0171
LOW,2009-01-14,0.085,2009-01-30,0.0165
LOW,2008-10-15,0.085,2008-10-31,0.0172
LOW,2008-07-16,0.085,2008-08-01,0.0178
LOW,2008-04-16,0.08,2008-05-02,0.0132
LOW,2008-01-16,0.08,2008-02-01,0.014
LOW,2007-10-17,0.08,2007-11-02,0.0094
LOW,2007-07-18,0.08,2007-08-03,0.0077
LOW,2007-04-18,0.05,2007-05-04,0.0063
LOW,2007-01-17,0.05,2007-02-02,0.0054
LOW,2006-10-18,0.05,2006-11-03,0.0052
LOW,2006-07-19,0.05,2006-08-04,0.005
LOW,2006-04-19,0.06,2006-05-05,0.0037
LOW,2006-01-18,0.06,2006-02-03,0.0034
LOW,2005-10-12,0.06,2005-10-28,0.0033
LOW,2005-07-13,0.06,2005-07-29,0.0029
LOW,2005-04-13,0.04,2005-04-29,0.0029
LOW,2005-01-12,0.04,2005-01-28,0.0026
LOW,2004-10-13,0.04,2004-10-29,0.0025
LOW,2004-07-14,0.04,2004-07-30,0.0025
LOW,2004-04-14,0.03,2004-04-30,0.0022
LOW,2004-01-14,0.03,2004-01-30,0.0021
LOW,2003-10-15,0.03,2003-10-31,0.0018
LOW,2003-07-16,0.025,2003-08-01,0.002
LOW,2003-04-15,0.025,2003-05-02,0.002
LOW,2003-01-15,0.025,2003-01-31,0.0023
LOW,2002-10-16,0.02,2002-11-01,0.0019
LOW,2002-07-17,0.02,2002-08-02,0.0021
LOW,2002-04-17,0.02,2002-05-03,0.0018
LOW,2002-01-16,0.02,2002-02-01,0.0018
LOW,2001-10-17,0.02,2001-11-02,0.0022
LOW,2001-07-18,0.02,2001-08-03,0.002
LOW,2001-04-18,0.035,2001-05-04,0.0027
LOW,2001-01-17,0.035,2001-02-02,0.0028
LOW,2000-10-11,0.035,2000-10-27,0.0033
LOW,2000-07-12,0.035,2000-07-28,0.0028
LOW,2000-04-12,0.035,2000-04-28,0.0021
LOW,2000-01-12,0.035,2000-01-28,0.0023
ATO,2022-08-19,0.68,2022-09-06,0.023
ATO,2022-05-20,0.68,2022-06-06,0.0244
ATO,2022-02-17,0.68,2022-03-07,0.0256
ATO,2021-11-26,0.68,2021-12-13,0.0286
ATO,2021-08-20,0.625,2021-09-07,0.0253
ATO,2021-05-21,0.625,2021-06-07,0.0254
ATO,2021-02-19,0.625,2021-03-08,0.0267
ATO,2020-11-27,0.625,2020-12-14,0.0251
ATO,2020-08-21,0.575,2020-09-08,0.0226
ATO,2020-05-22,0.575,2020-06-08,0.0235
ATO,2020-02-21,0.575,2020-03-09,0.0193
ATO,2019-11-22,0.575,2019-12-09,0.0213
ATO,2019-08-23,0.525,2019-09-09,0.0189
ATO,2019-05-24,0.525,2019-06-10,0.0203
ATO,2019-02-22,0.525,2019-03-11,0.0212
ATO,2018-11-23,0.525,2018-12-10,0.0215
ATO,2018-08-24,0.485,2018-09-10,0.0211
ATO,2018-05-18,0.485,2018-06-04,0.0227
ATO,2018-02-23,0.485,2018-03-12,0.024
ATO,2017-11-24,0.485,2017-12-11,0.0218
ATO,2017-08-17,0.45,2017-09-05,0.0204
ATO,2017-05-18,0.45,2017-06-05,0.0223
ATO,2017-02-23,0.45,2017-03-13,0.0233
ATO,2016-11-23,0.45,2016-12-12,0.0249
ATO,2016-08-18,0.42,2016-09-06,0.0223
ATO,2016-05-19,0.42,2016-06-06,0.0234
ATO,2016-02-18,0.42,2016-03-07,0.0241
